file,m_b
Mal_Java_873997122B3332ED1C50F90C8DA9E0B7.jar,1
Mal_Java_88C8D82524821AEB8CE04FC03A448D82.jar,1
Mal_Java_8DFD05FA67CCB9592266044EB1A2CB56.jar,1
Mal_Java_8FC431574A0D9192FF96604DDCD21527.jar,1
Mal_Java_956FEF637E19D97B1B7A7EC741500FBA.jar,0
Mal_Java_9685EAA02E27A2E2A6CFE3FE3DE7D556.jar,1
Mal_Java_98F5ACDB21E8B8116FE5C7B4BA17D0E9.jar,1
Mal_Java_9DB811A880432EA4486B1EA7FD5C9DE3.jar,1
Mal_Java_9E4817E4D7FD1AA9315B98D8E71A63C0.jar,1
Mal_Java_A23C509DEF2BF5BC6FF61E0B0960FFC1.jar,0
Mal_Java_A7F844816BF8A0F60CF164B8E98DEC37.jar,0
Mal_Java_A96E65EFB47B11EF0F87F5CEEAE3FEC4.jar,1
Mal_Java_AC2C881A44CE0F87E8C0869FE881CD0F.jar,1
Mal_Java_AE187D20FA65D2D0B432F549954F6F16.jar,1
Mal_Java_B2A571330A784E3989D61331A0DC07B2.jar,1
Mal_Java_B8A0B6CBDBD3145A87A1B75CB8C19879.jar,1
Mal_Java_BAE08667CDAE9632F0DB0CD94BA12166.jar,1
Mal_Java_BB2225077C52F2CD152CED76DC072D49.jar,1
Mal_Java_C04B3896D36CA975CDA8C8446ED33C0D.jar,1
Mal_Java_C307C2C6C4EEFAB4DC4A65BCB102FA38.jar,1
Mal_Java_C62A5D3D59301F8F25236690C1567EBF.jar,1
Mal_Java_C84DE729ED0C4B4D5B487B569EB89585.jar,1
Mal_Java_C9B1E07AEAB681EF67EE3D3EE398B4B7.jar,0
Mal_Java_CD352DE80C77094FEB5FBD90E7E4E0C8.jar,1
Mal_Java_CEBED8A3DB4A9695CB59FFA25E4BFEB3.jar,0
Mal_Java_D21B4E2056E5EF9F9432302F445BCBE1.jar,1
Mal_Java_D2DC67A8E54F6C06C6A1D06E0572D4F6.jar,0
Mal_Java_D836CE6218C06D20C46AACCDA12AD09F.jar,0
Mal_Java_DB0882000F250E27516A2657205B8F26.jar,0
Mal_Java_DC5386E4906F1941A18AD806D7671C0F.jar,1
Mal_Java_DD414690B43EDCB263D8CF3DD7D5A81C.jar,1
Mal_Java_E24B4648387E23398347590AC9AE5B57.jar,1
Mal_Java_EA880B47DAEF50875EBE70C2FB427017.jar,0
Mal_Java_EDC107C37252507B9A5F9972953DEB39.jar,0
Mal_Java_F2CD8C29B5311907506E4BDE759562AE.jar,1
Mal_Java_FBCA05E4B6815E9AA4EF2B376DC14EE9.jar,1
Mal_Java_FFC9F476C4F3D12DF4F2914ACB7AAAAA.jar,0
